"id","caseNumber","serviceType","incidentType","source","occurredDate","receivedDate","completedDate","assignment","allegation","disposition","residentIdentifier","residentRole","residentRace","residentSex","residentAge","officerIdentifier","officerRace","officerSex","officerAge","officerYearsOfService"
"a1bb02cc8b5494a69444c9ec716d1e22","2015-0126","","External Complaints","Citizen","2015-03-12 00:00:00","2015-03-13 00:00:00","2016-03-10 00:00:00","OIS - Task Force Units","Misconduct/VCS Illegal Search of Premises","Not Sustained","7a6c030651d6c5077fc9bb27bfe870c2","Complainant","Unknown","Female","","","","","",""
"17f30e14d6abd4d5ae1f53a382aa2b93","2015-0611","","External Complaints","Citizen","2015-10-12 00:00:00","2015-10-13 00:00:00","2016-05-17 00:00:00","Northern District","False Arrest / Imprisonment","Unfounded","553ec514ee44315b301acae9f43169af","Complainant","Black","Male","31","26d7159dc9634fa75b00fb1bd0548db1","White","Male","56","34"
"17f30e14d6abd4d5ae1f53a382aa2b93","2015-0611","","External Complaints","Citizen","2015-10-12 00:00:00","2015-10-13 00:00:00","2016-05-17 00:00:00","Northern District","Misconduct/General","Sustained","553ec514ee44315b301acae9f43169af","Complainant","Black","Male","31","26d7159dc9634fa75b00fb1bd0548db1","White","Male","56","34"
"17f30e14d6abd4d5ae1f53a382aa2b93","2015-0611","","External Complaints","Citizen","2015-10-12 00:00:00","2015-10-13 00:00:00","2016-05-17 00:00:00","Northern District","Misconduct/General","Not Sustained","a1e27704666b1e4e4944d285c58572d3","Witness","","","","0d9cbf56a1e560971366e343c1564eb3","White","Male","59","18"
"513bf35f967ab9ea5ae77ce1d0bf500b","2015-0615","Unknown","Ethics","Citizen","","2015-10-14 00:00:00","2016-02-26 00:00:00","Southwestern District","Misconduct/General","Unfounded","da5d3940ab0de183c8733cf82acd8de2","Complainant","White","Male","32","83455a3c1a7967462cfe8c18dec330d7","White","Male","31","7"
"68eaaa35227891ce2186494d93bbd812","2015-0692","Warrant Service","External Complaints","Citizen","2015-11-10 00:00:00","2015-11-10 00:00:00","2016-09-15 00:00:00","Operational Intelligence Section","Inappropriate Comment","Not Sustained","cb7a748a10a7036152ba746789c578ab","Complainant","Black","Male","39","","","","",""
"68eaaa35227891ce2186494d93bbd812","2015-0692","Warrant Service","External Complaints","Citizen","2015-11-10 00:00:00","2015-11-10 00:00:00","2016-09-15 00:00:00","Operational Intelligence Section","Excessive Force","Not Sustained","140cbe9967995124cf0040b04affedac","Witness","","","","","","","",""
"8727a47119e0d39403bef50e2422efc0","2015-0199","","External Complaints","Citizen","2015-04-08 00:00:00","2015-04-13 00:00:00","2016-01-25 00:00:00","SES - Westside Zones","Misconduct/VCS Misdemeanor Theft","Not Sustained","b85f2cce3d138876cd6749732d1c4892","Complainant","Black","Male","27","a9f0b28ab130809d67bc4e462ea90934","White","Male","28",""
"7c69543ba47d82b73d3c8e2ebca12e1e","2015-0217","","External Complaints","","2015-04-17 00:00:00","2015-04-17 00:00:00","2015-10-19 00:00:00","Western District","Misconduct/VCS Felony Theft","Not Sustained","8a953b07622ea9a014e917d16f3b18b5","Complainant","Black","Male","","","","","",""
"f051f2a89561f8c0cb8c321d53d47d15","2018-0292","","External Complaints","Attorney","2018-11-15 00:00:00","2018-05-09 00:00:00","","Western District","Lawsuit Filed","","ecfdc134dbc80c3a7397b3e13cd8ee17","Complainant","Unknown","Female","","bd911989f521c8d48e08762ed0573381","African Amer","Male","46","20"
"253273107110992696dddaf65824d2d1","2017-0596","","External Complaints","Citizen","2017-04-22 00:00:00","2017-10-03 00:00:00","2018-10-02 00:00:00","Citywide Robbery","Conduct Unbecoming a Police Officer/Employee","Unfounded","cd71269ab55c84feb779004b38020bd6","Complainant","Black","Male","34","4ce4dcded95a64bd9d9221a11c1515e9","African Amer","Male","47","21"
"d3bd3c39972f13fa039d7692a32a4d4a","2015-0045","","External Complaints","Citizen","2015-02-04 00:00:00","2015-02-04 00:00:00","2016-01-16 00:00:00","Central District","Neglect of Duty","Not Sustained","83dce4112a5843e09fc8439dea929245","Complainant","Black","Male","","51f269a7149f886a070e6bf9e1c093be","Black","Male","43","12"
"6fd9f4d826eb671a0b63a7acaaf9be5a","2015-0156","","External Complaints","Citizen","2015-03-21 00:00:00","2015-03-26 00:00:00","2016-02-08 00:00:00","Southwestern District","False Probable Cause Statement","Unfounded","9d2973b34cafe178219adab37cc20cde","Witness","","","","d60754394e1fe9a38a8ecea457f1fb82","White","Male","29","2"
"844b629c74430f16f5e68f78bc635738","2015-0503","On View","External Complaints","Citizen","2015-08-18 00:00:00","2015-08-24 00:00:00","2016-02-26 00:00:00","Western District","Unwarranted Action","Not Sustained","3fee98c11801d51c54cf307e5220fd45","Complainant","Black","Male","28","f3d34fecc86bcebb5409d4f4a0fd9434","Black","Male","28","7"
"e45154ede9f163bdd6a7fc6e63552628","2015-0027","","Internal Complaints","","2015-01-16 00:00:00","2015-01-26 00:00:00","2016-01-05 00:00:00","DDU-SED","Positive Urinalysis","Sustained","a1c2d3c6cd7131f39231ea0d7dd37f6d","Witness","","","","df2f8341e068598da8b6d08fb7eb36ce","Other Hispan","Male","39","8"
"5ed266ca4617079a36f6e41bc0c3c857","2015-0645","","External Complaints","Citizen","2015-10-11 00:00:00","2015-10-12 00:00:00","2016-05-04 00:00:00","Southwestern District","Excessive Force","Exonerated","71779d4f4aa96792defede0dd330dbc8","Complainant","Black","Male","","ec195b1a70d9fcf5ea067815a4317929","Black","Male","28","2"
"3e59b17833acec27d627701af249516d","2015-0009","","External Complaints","","2015-01-15 00:00:00","2015-01-15 00:00:00","2016-03-22 00:00:00","Western District","Misconduct/General","Not Sustained","6017f55c903e18da6dc1f279b56799f4","Witness","","","","","","","",""
"d3bd3c39972f13fa039d7692a32a4d4a","2015-0045","","External Complaints","Citizen","2015-02-04 00:00:00","2015-02-04 00:00:00","2016-01-16 00:00:00","Central District","Misconduct/General","Sustained","13be5829ae8d1954bb2bc801ac71a5f2","Witness","","","","0d3ad2e5c75b799f6a2ce20904d0e681","Black","Female","37","12"
"d3bd3c39972f13fa039d7692a32a4d4a","2015-0045","","External Complaints","Citizen","2015-02-04 00:00:00","2015-02-04 00:00:00","2016-01-16 00:00:00","Central District","Neglect of Duty","Sustained","13be5829ae8d1954bb2bc801ac71a5f2","Witness","","","","0d3ad2e5c75b799f6a2ce20904d0e681","Black","Female","37","12"
"106839bfb108a66beaa6110abeaf9ddb","2015-0011","","External Complaints","","2014-12-26 00:00:00","2015-01-02 00:00:00","2016-06-02 00:00:00","Southern District","Misconduct/General","Unfounded","659a7c487e3ac143867026e07badb714","Complainant","Black","Female","","55135ee66fbe95f26e6d6196530a4f16","Black","Male","41","3"
"fa1797d9173ec7b087c8219b008c59c8","2015-0025","","External Complaints","Citizen","2015-01-15 00:00:00","2015-01-23 00:00:00","2016-03-01 00:00:00","SES - Westside Zones","False Arrest / Imprisonment","Not Sustained","89eaff6496bccc3bf16ddd1d6bef16e6","Complainant","Black","Male","","2028871ce5a87c42de01b74da0b6c967","Black","Male","32","11"
"f82832a15dd58771a3fe2fb02d7a8d2b","2016-0056","","External Complaints","Agency Member","2016-02-11 00:00:00","2016-02-11 00:00:00","2016-03-31 00:00:00","Eastern District","Misconduct/Improper Search of Person(s)","Not Sustained","ae1aabeb47e3196b6564c236740429aa","Complainant","","Male","23","","Black","Male","",""
"a136ce1c9c0085f94d86859397f60d72","2015-0185","","External Complaints","Citizen","2015-03-04 00:00:00","2015-04-07 00:00:00","2015-09-02 00:00:00","DDU-SD","Misconduct/General","Unfounded","36fd193185f9e875d2e17a8e486bb081","Complainant","Black","Female","","d0729ed192d038d3490cc3720d143925","White","Male","32","8"
"718cdf9c6df8a994a87a401dd53996d9","2015-0205","","External Complaints","","2015-04-09 00:00:00","2015-04-09 00:00:00","2016-04-20 00:00:00","Southeastern District","Misconduct/VCS Sex Offense","Not Sustained","3af8dca929698ef037cdf5b82bbbe683","Complainant","","Male","","fd2e2863d4a22accf9e8513f07bd45b4","White","Male","44","19"
"732bee9673cb8dc3d37abc997cb4ac0b","2015-0172","On View","External Complaints","Citizen","2015-04-03 00:00:00","2015-04-06 00:00:00","2016-03-21 00:00:00","Central District","Lawsuit Filed","","b19a2ad9494566c78abc64738e0aab28","Witness","","","","6b2c39bbb2dcf56d5dad08eb660d87ab","White","Male","46","20"
"732bee9673cb8dc3d37abc997cb4ac0b","2015-0172","On View","External Complaints","Citizen","2015-04-03 00:00:00","2015-04-06 00:00:00","2016-03-21 00:00:00","Central District","Excessive Force","Not Sustained","b19a2ad9494566c78abc64738e0aab28","Witness","","","","6b2c39bbb2dcf56d5dad08eb660d87ab","White","Male","46","20"
"37d27c7cb6de480ad0fdc77a5fe8fc4e","2015-0366","","External Complaints","Attorney","2014-12-10 00:00:00","2015-06-15 00:00:00","2015-11-10 00:00:00","SES - Eastside Zones","False Arrest / Imprisonment","Not Sustained","9c0fc2360b0032ef07d3d300b6b8b210","Complainant","White","Male","","df455f0f6a77a453879d6ccf5316eb09","White","Male","45","15"
"37d27c7cb6de480ad0fdc77a5fe8fc4e","2015-0366","","External Complaints","Attorney","2014-12-10 00:00:00","2015-06-15 00:00:00","2015-11-10 00:00:00","SES - Eastside Zones","Misconduct/VCS Assault","Not Sustained","9c0fc2360b0032ef07d3d300b6b8b210","Complainant","White","Male","","df455f0f6a77a453879d6ccf5316eb09","White","Male","45","15"
"e14a3aa63ad8b1e15fc7b831745c7c5f","2015-0125","","External Complaints","Citizen","2015-03-11 00:00:00","2015-03-13 00:00:00","2016-03-08 00:00:00","Southern District","False Arrest / Imprisonment","Not Sustained","80daa2d653e8513f7dcc0e698c13d1ee","Complainant","White","Female","","1a64676096ada0015f86952fd17d14a1","White","Male","43","18"
"e14a3aa63ad8b1e15fc7b831745c7c5f","2015-0125","","External Complaints","Citizen","2015-03-11 00:00:00","2015-03-13 00:00:00","2016-03-08 00:00:00","Southern District","Lawsuit Filed","","80daa2d653e8513f7dcc0e698c13d1ee","Complainant","White","Female","","4b3114161655da144e3d0b2ac3512803","Black","Male","34","8"
"b833a789e7a51ad679890374d8190e1e","2015-0138","","External Complaints","","2015-03-19 00:00:00","2015-03-19 00:00:00","2016-03-11 00:00:00","Northeastern District","Misconduct/VCS Prostitution Related","Not Sustained","82455c3dfdf54f390bad0bd004054d53","Complainant","Black","Female","","3c32c6ea2f5035bbc2c952b74788efa6","White","Male","42","9"
"4f286be266038c51c5878997071737fd","2015-0137","","Internal Complaints","Agency Member","2014-09-30 00:00:00","2015-03-17 00:00:00","2015-09-03 00:00:00","Executive Protection Units","Misconduct/General","Sustained","7d807179fd3874ea7e5a238cb831d02d","Witness","","","","8762fd5e9c470688019a897471b5e2b5","Black","Male","50","28"
"8b2fc87860513da104b91f17902db24d","2019-2098","","External Complaints","","2019-12-07 00:00:00","2019-12-12 00:00:00","","Western District","Conduct Unbecoming a Police Officer/Employee","","2b78fabe290d3da3721347284261d3f4","Complainant","","Male","24","b3fd9a48f2d7ee27d86e854dfa5d5b83","White","Male","37","12"
"3e14ef7612885137932b771d397d8633","2015-0234","","External Complaints","Citizen","2003-10-07 00:00:00","2015-04-23 00:00:00","2015-11-09 00:00:00","Homicide Section","Misconduct/General","Unfounded","89165bdb935fd67afe8b5f1a739a557d","Complainant","Black","Male","","60f14783c0df823196461f69b7a5ca07","Korean","Male","48","25"
"4737ab2da5baa6bfc3ccaf71abed00f4","2015-0020","","External Complaints","Attorney","2014-04-14 00:00:00","2015-01-07 00:00:00","2015-07-31 00:00:00","SES - Eastside Zones","False Arrest / Imprisonment","Not Sustained","72bb771c0cd8cb9648ee34d6033fbeff","Complainant","Unknown","Unknown","","df455f0f6a77a453879d6ccf5316eb09","White","Male","45","15"
"0ede1bbf321c39391b87dfffaa10957d","2015-0037","","External Complaints","Citizen","2015-01-28 00:00:00","2015-01-28 00:00:00","2016-05-12 00:00:00","Northern District","Misconduct/General","Not Sustained","85f4e01313a388ad9cbcfd8107aa12cc","Complainant","Black","Male","49","1dc71052430c5717e00851c714bf368f","White","Male","27","4"
"5ad308b50ceddf75028b8ad4f36e1dd8","2015-0157","On View","External Complaints","Citizen","","2015-03-26 00:00:00","2016-03-15 00:00:00","Police Academy","Excessive Force","Not Sustained","679a5fad8079d1f80520f6e44c6dc9c6","Complainant","Black","Male","","2a4b83415ae8d44b25762672ab09a7e1","White","Male","26","1"
"6517356180e4a0de3bd52a433808aff6","2015-0433","","External Complaints","Citizen","2015-07-07 00:00:00","2015-07-17 00:00:00","2016-07-13 00:00:00","Northern District","Misconduct/General","Not Sustained","163660bc1b9cb82b28b82586d6bdbe19","Complainant","Black","Female","","d0efcf164bf29edc94d778204f027aac","Other Hispan","Female","41","8"
"39e37b04ad955e36c2e3e3a4798c324a","2015-0036","","External Complaints","Citizen","2014-12-02 00:00:00","2015-01-27 00:00:00","2016-01-20 00:00:00","Southern District","Lawsuit Filed","","27391afe7e7fe2049428c706e5ae1003","Complainant","Black","Male","56","a8fed6c5c05d2ecda885a911f04cd732","White","Female","41","21"
"424dd334cc90c47f1588c7d716488d01","2015-0031","","External Complaints","Attorney","2013-03-09 00:00:00","2015-01-27 00:00:00","2016-01-15 00:00:00","Western District","Lawsuit Filed","","52d7dbf256913aefe68cd096064dd5c7","Complainant","Unknown","Unknown","","2d511e10296199004c1a6c7524e44aa5","White","Male","36","12"
"424dd334cc90c47f1588c7d716488d01","2015-0031","","External Complaints","Attorney","2013-03-09 00:00:00","2015-01-27 00:00:00","2016-01-15 00:00:00","Western District","Lawsuit Filed","","2d6cbbf24cbde47cd98c8590f403c5ef","Complainant","Black","Male","32","812d801858e10a5b64b1f562c156aa32","Black","Male","44","22"
"424dd334cc90c47f1588c7d716488d01","2015-0031","","External Complaints","Attorney","2013-03-09 00:00:00","2015-01-27 00:00:00","2016-01-15 00:00:00","Western District","False Arrest / Imprisonment","Unfounded","2d6cbbf24cbde47cd98c8590f403c5ef","Complainant","Black","Male","32","2d511e10296199004c1a6c7524e44aa5","White","Male","36","12"
"01a5770faa029d332e7dbd67565bdc49","2015-0063","","External Complaints","","2015-02-11 00:00:00","2015-02-12 00:00:00","2016-01-25 00:00:00","SES - Westside Zones","Misconduct/Improper Search of Person(s)","Not Sustained","272515b8beb97ee75650594feccc3a60","Complainant","Black","Male","","7c1700d0a28f047fc6dddc4e22ce90c0","Black","Male","37","10"
"6df51f267daa339edf5379bb0d31f96d","2015-0215","","External Complaints","","2015-02-20 00:00:00","2015-02-27 00:00:00","2016-02-23 00:00:00","Southwestern District","Misconduct/Improper Search of Person(s)","Not Sustained","7f91c0b1c2e38db0e43372f50a9ea7bd","Complainant","Black","Male","27","","","","",""
"31a67e264b9efd166e1dc700dd69f14f","2015-0115","","External Complaints","Citizen","2015-03-08 00:00:00","2015-03-09 00:00:00","2016-02-02 00:00:00","Central District","Neglect of Duty","Unfounded","30cc1e929b850a5d3153358afabc9f04","Complainant","White","Female","44","97fec733bd3a547286cae8fd50bfccae","Black","Male","30","8"
"e20bd0be5be8d898f0e18d6eac16ec7f","2015-0268","","Internal Complaints","Agency Member","2015-05-04 00:00:00","2015-05-06 00:00:00","2015-08-17 00:00:00","Equal Opportunity & Diversity Sec","Misconduct/General","Sustained","6b7a6b9fe4506830cf0faec51ebacdb3","Witness","","","","fb237fb27f6d56519cae30335d553358","Black","Female","49","28"
"63ec70c59b371cb593917e791496ee3e","2015-0383","","External Complaints","Citizen","2014-11-14 00:00:00","2015-07-01 00:00:00","2016-06-10 00:00:00","Southwestern District","Neglect of Duty","Not Sustained","ef2d3892b925d959b11e4632900648f5","Complainant","Black","Female","44","bdab78c005fea009b0f7cc16883db944","Black","Male","32","2"
"63ec70c59b371cb593917e791496ee3e","2015-0383","","External Complaints","Citizen","2014-11-14 00:00:00","2015-07-01 00:00:00","2016-06-10 00:00:00","Southwestern District","Misconduct/General","Not Sustained","ef2d3892b925d959b11e4632900648f5","Complainant","Black","Female","44","bdab78c005fea009b0f7cc16883db944","Black","Male","32","2"
"4fec3c67832317bec5ac686507f47a4b","2015-0453","On View","External Complaints","Citizen","2005-10-12 00:00:00","2015-07-29 00:00:00","2016-04-27 00:00:00","DDU-SED","False Arrest / Imprisonment","Not Sustained","b1fa1d0749230c9dfe9fb431de9031bf","Complainant","Black","Female","39","757664aedeb8b1b088c0eeddcce2b2a8","White","Male","47","11"
"a7abb645508ed6dd7a27abea94985b61","2015-0170","","External Complaints","Citizen","2015-03-29 00:00:00","2015-03-31 00:00:00","2015-09-24 00:00:00","SOS - Inner Harbor/Marine","Misconduct/VCS/DV - Assault","Not Sustained","2ed460f1bd873bb5c69a5d14ae24e01e","Complainant","White","Female","","f37f815834b2b7569f85f35376e5d8e6","Black","Male","41","15"
"2522739ad56bfe1267812642f6fb1d23","2015-0092","","External Complaints","Anonymous","","2015-02-27 00:00:00","2016-01-28 00:00:00","Light Duty Unit","Misconduct/General","Sustained","da432298e54225e4a97b4f69b4eaac03","Complainant","","","","65d84f98baecf22b9912a6ff83e7699c","Black","Female","39","20"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Misconduct/General","Not Sustained","bc6b35c7683c5811216bcaa185346aff","Complainant","Black","Female","60","1b6a8f3ed7b6a24037f5da935ce63d16","Black","Male","28","7"
"4a3a9cab58d1c0ff9bbee72d3af06dd5","2019-1025","","External Complaints","Phone Call","2019-06-04 00:00:00","2019-06-04 00:00:00","","Northern District","Harassment","","f348ae3d4c9b0d5f1a1329228b318e26","Complainant","Black","Male","","ec4e0402f2ebdce09a64751799a55187","African Amer","Male","37","10"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Inappropriate Comment","Not Sustained","177ce3ad8469aff9de1290c4af5e95de","Witness","","","","42dbeaa8c0cbc20fa9de29d5dc434a52","Black","Female","44","17"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Failure to Provide Name or Badge Number on Request","Not Sustained","6948785f8e7642cb92406f74d94263e5","Witness","","","","42dbeaa8c0cbc20fa9de29d5dc434a52","Black","Female","44","17"
"4ab3ee618aa7068f59576ab9cf08a134","2015-0378","Unknown","External Complaints","Citizen","2015-06-26 00:00:00","2015-06-26 00:00:00","2016-06-23 00:00:00","Southwestern District","Excessive Force","Not Sustained","6948785f8e7642cb92406f74d94263e5","Witness","","","","42dbeaa8c0cbc20fa9de29d5dc434a52","Black","Female","44","17"
"c26511a064da04151a0b90b1da6866a4","2015-0143","","External Complaints","","2015-03-21 00:00:00","2015-03-21 00:00:00","2016-03-18 00:00:00","Southeastern District","Neglect of Duty","Sustained","a30db49e05bd6bd46f6bf05d8e07ec0a","Complainant","White","Female","30","","","","",""
"95caa30d0159ec4e7da180c19db92255","2015-0179","","Ethics","Citizen","","2015-04-03 00:00:00","2016-02-24 00:00:00","Northern District","Misconduct/VCS","Not Sustained","332cf8cfe03a953357f5434ceb9cbb6e","Complainant","Black","Male","27","cc12ea2a84c5dddad54750fe6a9e087a","Black","Male","41","8"
"9326701b713b00832914baaed1da991a","2015-0671","","External Complaints","","2015-05-08 00:00:00","2015-06-12 00:00:00","2016-05-27 00:00:00","Northwestern District","Inappropriate Comment","Not Sustained","035aedbc4cf71db9520d17f85714dd27","Complainant","Black","Male","39","e20042bb8ab0b066d26512a7723a4481","White","Male","24","1"
"c2af53c755d66d0b2447505cc1c925da","2015-0498","","External Complaints","","2015-08-16 00:00:00","2015-08-21 00:00:00","2016-07-11 00:00:00","Southern District","Inappropriate Comment","Not Sustained","4e9cf641da1a8656413d4b1382d1464b","Complainant","White","Female","38","b8a1107cc58f39c37df131a18f2a44ca","Black","Female","24","1"
"87e78ac79587042260e15f0d239fc98f","2015-0155","","External Complaints","","2014-09-15 00:00:00","2015-03-26 00:00:00","2016-03-17 00:00:00","Northwestern District","Lawsuit Filed","","4b9905ae079f4b13ab6413ef96095bbf","Complainant","Black","Male","31","f20edb6e09d47098b73a1964aa73aafe","Black","Female","",""
"656a6c0b89cc693a5938812a17cb01ce","2015-0181","","External Complaints","Citizen","2015-04-06 00:00:00","2015-04-06 00:00:00","2016-03-25 00:00:00","","Misconduct/Improper Search of Person(s)","Unfounded","83371adfa189a3f552b8d805c88e4c2e","Complainant","Black","Female","22","","","","",""
"5a542c4381c6f6733eda929577b38270","2015-0032","","External Complaints","","2015-01-26 00:00:00","2015-01-28 00:00:00","2017-04-25 00:00:00","Southern District","Misconduct/VCS Narcotics Violation","Not Sustained","4949206e3765b4a3712c243fd7a48581","Complainant","Black","Female","34","ae18a787492be120e19c5a69b996c756","Black","Male","42","10"
"5a542c4381c6f6733eda929577b38270","2015-0032","","External Complaints","","2015-01-26 00:00:00","2015-01-28 00:00:00","2017-04-25 00:00:00","Southern District","Misconduct/VCS Sex Offense","Not Sustained","4949206e3765b4a3712c243fd7a48581","Complainant","Black","Female","34","ae18a787492be120e19c5a69b996c756","Black","Male","42","10"
"2088ea5d8907db03cd780eea259d37ee","2015-0042","","External Complaints","Citizen","2015-01-12 00:00:00","2015-01-23 00:00:00","2016-01-11 00:00:00","Southeastern District","Misconduct/General","Sustained","273af3d61819c7d3258d9678b394396a","Complainant","White","Male","22","3b56df0ffc37658e2761a114a1459472","White","Male","43","21"
"543aff51edea21f4abab9443648f246f","2015-0033","","External Complaints","Attorney","2014-08-03 00:00:00","2015-01-26 00:00:00","2016-01-26 00:00:00","Southern District","False Arrest / Imprisonment","Not Sustained","286c023190094efe6b32cb0d938d4b4c","Complainant","Black","Male","35","08d340b4447411791c165d4f128fcdd0","White","Female","49","3"
"543aff51edea21f4abab9443648f246f","2015-0033","","External Complaints","Attorney","2014-08-03 00:00:00","2015-01-26 00:00:00","2016-01-26 00:00:00","Southern District","False Arrest / Imprisonment","Not Sustained","286c023190094efe6b32cb0d938d4b4c","Complainant","Black","Male","35","a8fed6c5c05d2ecda885a911f04cd732","White","Female","41","21"
"543aff51edea21f4abab9443648f246f","2015-0033","","External Complaints","Attorney","2014-08-03 00:00:00","2015-01-26 00:00:00","2016-01-26 00:00:00","Southern District","Misconduct/General","Not Sustained","286c023190094efe6b32cb0d938d4b4c","Complainant","Black","Male","35","08d340b4447411791c165d4f128fcdd0","White","Female","49","3"
"0e06e4a7096de309218d28ecd4b4452d","2015-0364","","External Complaints","Attorney","2015-05-01 00:00:00","2015-06-15 00:00:00","2016-03-23 00:00:00","DDU - Advanced Technical Team","Lawsuit Filed","","84c32982286083faecc06d94cbf1436e","Complainant","Unknown","Unknown","","6daec7c03025bf31efe34113c32be42b","Other Hispan","Male","35","9"
"f6310e90ab5b359f7f86e3600a34ddb4","2015-0262","","External Complaints","Anonymous","2015-05-02 00:00:00","2015-05-05 00:00:00","2015-06-17 00:00:00","SES - Major Case/VRO Squads","Unwarranted Action","Unfounded","f4a0b1c548145f1f5ce2790e7562a5c8","Complainant","Black","Male","23","","White","Male","30","7"
"c3b3627edf602d0c173ca3e11cb541be","2015-0264","","External Complaints","Citizen","2015-01-01 00:00:00","2015-05-05 00:00:00","2016-04-29 00:00:00","Northeastern District","Excessive Force","Not Sustained","f9fb4fdf8f453e0958c3fee6b1a03fac","Complainant","Black","Male","45","d1a3771e497b445593bc1061b8630c10","Black","Male","25","6"
"3fb3a56ac1852a25be4b7b4f89c27c8a","2019-1098","","Internal Complaints","Agency Member","2019-06-18 00:00:00","2019-06-20 00:00:00","","Southern District","Excessive Force","","79126b62337ea85ef5ef58005f2f9370","Complainant","Black","Female","","eb1190017a99df06e26caacdcd8494e2","African Amer","Male","28","1"
"3fb3a56ac1852a25be4b7b4f89c27c8a","2019-1098","","Internal Complaints","Agency Member","2019-06-18 00:00:00","2019-06-20 00:00:00","","Southern District","Excessive Force","","79126b62337ea85ef5ef58005f2f9370","Complainant","Black","Female","","7edbd569e2fc0bdfc2cc3f5f9f826a24","Other Hispan","Male","46","1"
"ac5465854fecc6a2ae68f1b528d60fd1","2019-1106","","Internal Complaints","Agency Member","","2019-06-18 00:00:00","","Eastern District","Neglect/General","","cebd0e4de8c31d39adec49a59bad7862","Complainant","","","","98506409b002d07df96a4aad5fada4ae","White","Male","31","4"
"ab18a3711a40cadd885fa65f3eff0109","2015-0522","On View","External Complaints","","2015-08-20 00:00:00","2015-09-03 00:00:00","2016-08-09 00:00:00","Eastern District","Discourtesy","Not Sustained","6a52eac481e0bb18fc720d60b699084a","Complainant","Black","Male","22","ff4ddeb5d21712ebe1441aa5ab3ff382","White","Male","30","6"
"e65b23c8cb5b395aeedabfc6d39bf393","2015-0545","Warrant Service","Ethics","Citizen","2015-08-03 00:00:00","2015-09-16 00:00:00","2016-01-28 00:00:00","DDU-SED","Misconduct/VCS Felony Theft","Not Sustained","2c951162eb76638661e93a2f535a42a6","Complainant","White","Male","","757664aedeb8b1b088c0eeddcce2b2a8","White","Male","47","11"
"b7f96f0243ab27627b893f1984c8df56","2015-0323","","External Complaints","Citizen","2015-06-05 00:00:00","2015-06-05 00:00:00","2016-02-21 00:00:00","Southeastern District","Neglect of Duty","Not Sustained","76c06fbb46aa2ba9a8121258e665ab25","Witness","","","","84232da4152781843390ce12d235accb","Black","Male","52","18"
"c3164c065e733f86dc35e93f46840356","2015-0637","","External Complaints","","2015-10-21 00:00:00","2015-10-21 00:00:00","2016-05-20 00:00:00","SES - PA/TD","Misconduct/VCS Planting Evidence","Unfounded","5382c633b53d191786a9874bd00c935a","Complainant","Black","Female","43","98364b061a1cb429c64f47a8d6936500","Black","Male","41","14"
"c3164c065e733f86dc35e93f46840356","2015-0637","","External Complaints","","2015-10-21 00:00:00","2015-10-21 00:00:00","2016-05-20 00:00:00","SES - PA/TD","Inappropriate Comment","Not Sustained","5382c633b53d191786a9874bd00c935a","Complainant","Black","Female","43","","","","",""
"c3164c065e733f86dc35e93f46840356","2015-0637","","External Complaints","","2015-10-21 00:00:00","2015-10-21 00:00:00","2016-05-20 00:00:00","SES - PA/TD","False Arrest / Imprisonment","Unfounded","5382c633b53d191786a9874bd00c935a","Complainant","Black","Female","43","98364b061a1cb429c64f47a8d6936500","Black","Male","41","14"
"adfc6314acb885b6e5798ed7c7391005","2015-0316","On View","External Complaints","Citizen","2015-04-27 00:00:00","2015-06-03 00:00:00","2016-06-02 00:00:00","Southern District","Lawsuit Filed","","d8dcd7fb21a225dc637aeab66346f5bf","Witness","","","","ca9a4dc4e6459b869a46add90a886bd5","White","Male","47","15"
"ac5465854fecc6a2ae68f1b528d60fd1","2019-1106","","Internal Complaints","Agency Member","","2019-06-18 00:00:00","","Eastern District","Conduct Unbecoming a Police Officer/Employee","","cebd0e4de8c31d39adec49a59bad7862","Complainant","","","","98506409b002d07df96a4aad5fada4ae","White","Male","31","4"
"adfc6314acb885b6e5798ed7c7391005","2015-0316","On View","External Complaints","Citizen","2015-04-27 00:00:00","2015-06-03 00:00:00","2016-06-02 00:00:00","Southern District","Inappropriate Comment","Not Sustained","d8dcd7fb21a225dc637aeab66346f5bf","Witness","","","","ca9a4dc4e6459b869a46add90a886bd5","White","Male","47","15"
"adfc6314acb885b6e5798ed7c7391005","2015-0316","On View","External Complaints","Citizen","2015-04-27 00:00:00","2015-06-03 00:00:00","2016-06-02 00:00:00","Southern District","Misconduct/General","Not Sustained","4a9954d778c0626b04afda8bd3049ab2","Witness","","","","c8daa570136a84dba052bcd4ad125a2f","White","Male","40","17"
